news	class
仅出道两年的韩国人气女团解散，周洁琼等三名成员依旧留在公司。            接着附加说：“真心感谢一直以来喜爱和爱护PRISTIN的粉丝们，也因此感到抱歉。因为需要慎重选择，所以花了充分的时间思考，经过深思熟虑和讨论，本公司决定尊重PRISTIN成员们的意见，最终决定同意PRISTIN解散以及与当事者们终止合约，希望粉丝们能够给予理解。”PRISTIN是2017年3月21日出道的10人女子组合。这是继Pledis娱乐公司旗下的After School（2009年推出的女子组合）之后，时隔8年推出的第2个正式女子组合，因此备受关注。特别是在10名成员中有7人出演了2016年播出的Mnet（一家韩国的娱乐公司）推出的《Produce101》而为人所熟知，其中娜荣和洁琼被选为出道组，作为女子组合I.O.I进行活动，从出道前就受到了很大的期待。            PRISTIN的出道首张专辑中，所有成员都参与了作词和作曲，每个人的制作能力都非常出色。3月21日第一张迷你专辑《HI!PRISTIN》在首张专辑中成为销售量超过1万张的第三个女团，是2017年出道的女团中唯一一个凭出道歌曲就在单月排行榜上榜上有名的女团，从出道开始就受到了大家的喜爱。之后约过了5个月后，2017年8月23日，PRISTIN发行了第2张迷你专辑《SCHXXL OUT》，此中女孩们的活跃表现得到了认可，在2017年“亚洲明星盛典”、“Mnet亚洲音乐大赏”以及2018年“首尔歌谣大赏”中获得了新人奖。但是在PRISTIN出道的2017年活动之后，再没有发表完整的专辑，活动也没有再继续。2018年5月，虽然以娜荣、Roa、恩宇、Rena、洁琼组成的新组合“PRISTIN V”进行了活动，但仍无法弥补粉丝们的遗憾，而且也没能给大众留下很特别的印象。            在之后持续的空白期中，从2018年开始在粉丝之间出现了“PRISTIN是否解体”的疑问。2018年10月，又出现了“成员施妍与经纪公司解除了合约，退出了组合”的谣言，但是经纪公司表示“这不是事实”，强烈否认了成员退出及解散的说法。此后，2019年5月24日，Pledis娱乐公司正式宣布PRISTIN解散。除洁琼、Yehana、成?髦?外的7名成员将因合同期满离开经纪公司，Pledis娱乐公司表示将积极支援剩下3人的个人活动，对于离开经纪公司的PRISTIN的7名成员也表示深深的感谢，将发自内心地支持她们今后更好地发展。仅仅出道两年的PRISTIN，起点很高，若是妥善经营，发展前景将一片光明，如今成员们各奔东西，着实令人惋惜。其中，中国籍成员周洁琼目前在国内的发展和影视资源都不错，在韩国的名气也很高，今后的发展备受中韩粉丝的关注。	0
第100回日剧学院赏公布结果 两部日剧成为大赢家。（第100回日剧学院赏公布了获奖结果。本次第100回日剧学院赏是以2018年冬季档播出的电视连续剧为评选对象，提名作品共有29部。NHK《万福》《特摄GAGAGA》《从丧尸来到开始重新审视人生的这档事》《三日月》日本台《3年A班：从现在起，大家都是人质》《卖房子的女人的逆袭》《让人生变得轻松的幸福法则》《冤罪律师》《节约摇滚》朝日台《相棒season17》《刑事ZERO》《我的大叔》《派遣占卜师中》《我的初恋情人》《完美犯罪》TBS台《昨晚过得很愉快吧》《警察之家》《傲骨贤妻》《初恋那一天所读的故事》《后街女孩 电视剧版》东京台《水果宅急便》《记忆搜查：新宿东署事件档案》《四叶银行》《日本破旧民宿纪行》富士台《樱的亲子饭2》《Trace~科搜研的男人》《丑闻专门律师QUEEN》《后妻业》《绝对正义》然后来看今年的排名！最佳作品：《3年A班》菅田将晖主演的《3年A班》，讲述了某高中三年A班全体学生被老师柊一飒绑架后，共同寻找同班同学自杀真相的故事。播出后口碑炸裂，在豆瓣上有8.4的高分。收视率也不错，全剧平均收视率11.5%，大结局甚至拿下15.4%的好成绩，创下该档期最高纪录。这次又再拿下日剧学院赏最佳作品奖，可喜可贺！亚军和季军则分别是：2。《初恋那一天所读的故事》3。《万福》以下是读者票、TV记者票、审查员票。最佳男主角：菅田将晖菅田将晖在2014年时曾凭借《死神君》拿到日剧学院赏的最佳男配角，本次还是他第一次拿到日剧学院赏最佳男主角奖。他在剧中饰演私立魁皇高中三年A班班主任和美术老师柊一飒，平常看起来文弱、不起眼，却在毕业典礼举行前十天，把负责班级的29名学生当做人质，给学生们进行“最后的授课”——寻找自杀身亡的学生的死亡真相，以极端的方式来一次震撼教育。剧中精彩的演技和反差得到了观众的超高评价。亚军和季军则分别是：2。锦户亮《科研搜之男》3。高桥一生《三日月》以下是读者票、TV记者票、审查员票。最佳女主角：深田恭子是谁说的深田恭子空有美貌没演技？！这次她凭借在《初恋那一天读到的故事》中的出色演出获得日剧学院赏最佳女主角奖，事实上深恭也算是日剧学院赏的常客了，1998年《神啊，请多给我点时间》拿下最佳女配角，1999年《暗恋》再度拿下最佳女配角。这次她在《初恋》中饰演了一位考试、就业、婚活都失败的超级钝感女子，从小就是尖子生以东大为目标的她，却在正式考试中败北后失去了人生目标，因意外事件遇到匡平，被他的自由所打动，相约以东大为目标奋斗。不得不说，快37岁的人了还能有这种少女般的状态，人生真的值了！亚军和季军则分别是：2。安藤樱《万福》3。北川景子《卖房子的女人的逆袭》以下是读者票、TV记者票、审查员票。最佳男配角：横滨流星横滨流星在剧中饰演一位粉头发的不良笨蛋高中生，在富有却缺少关爱的家庭中长大。在遇到敢呵斥他父亲的顺子后，受到震撼。与她共同以东大为目标奋斗。今年是横滨流星大爆发的一年，出道以来一直在各种剧中打酱油的他，这次遇到了合适的角色，吸粉无数！前几天的vivi评选的国宝级帅哥中他以坐火箭的速度排名第二，这次又拿下日剧学院赏最佳男配角，可以预测到，今年上半年的“爆红男演员”排行榜中，他一定会排名前列的！亚军和季军则分别是：2。长谷川博己《万福》3。中村伦也《初恋那一天读到的故事》以下是读者票、TV记者票、审查员票。最佳女配角：永野芽郁永野芽郁去年刚凭借晨间剧《一半、蓝色》拿下日剧学院赏最佳女主角，今年又拿下最佳女配角，演技自然不用多说。这次她在《3年A班》中饰演性格内向的高中生茅野樱，她总是隐瞒着自己的想法，察言观色后才行动，善良却又软弱。在剧情的推动下，也一点一点开始改变自己。亚军和季军则分别是：2。松坂庆子《万福》3。安达佑实《初恋那一天读到的故事》以下是读者票、TV记者票、审查员票。最佳主题曲：HAPPY BIRTHDAYback number为《初恋那一天读到的故事》演唱的主题曲《HAPPY BIRTHDAY》获得本次的最佳主题曲奖，一起来听一下~亚军和季军则分别是：2。《生きる》/ザ?クロマニヨンズ3。《あなたとトゥラッタッタ?》/DREAMS COME TRUE以下是读者票、TV记者票、审查员票。最佳编剧：武藤将吾《三年A班》编剧武藤将吾获得最佳编剧奖。最佳导演：小室直子、铃木勇马、水野格《三年A班》导演小室直子、铃木勇马、水野格拿下最佳导演奖。特别奖：剧中剧“狮风怒斗兽将王”小芝风花主演的《特摄GAGAGA》中的剧中剧“狮风怒斗兽将王”则获得本次的特别奖。从奖项结果上来看，除了最后的特别奖之外，其余所有奖项都被《三年A班》和《初恋那一天读到的故事》这两部剧平分了，没看这两部剧的人快去补剧吧，不会失望的！(责编：maiko)	0
任嘉伦发布会皮衣亮眼 霸气随性演绎朋克style。　　 3月30日下午，任嘉伦出席了《大唐荣耀2》开播发布会，神采奕奕，眼眸清澈盈盈有神，一双大长腿和散发的荷尔蒙魅力撩人心魄。现场，任嘉伦身着某品牌春夏系列限量珍珠铆钉皮衣，配修身黑色破洞牛仔裤，诠释潇洒不羁的街头style，整组LOOK潮味十足。发布会中，任嘉伦与同组演员茅子俊、吕鹏搞笑再现《大唐荣耀》精彩片段，一改剧中广平王的睿智沉稳，展现任嘉伦本人逗比随性的本质，引得现场粉丝尖叫连连。 　　 3月30日下午，任嘉伦出席了《大唐荣耀2》开播发布会，神采奕奕，眼眸清澈盈盈有神，一双大长腿和散发的荷尔蒙魅力撩人心魄。现场，任嘉伦身着某品牌春夏系列限量珍珠铆钉皮衣，配修身黑色破洞牛仔裤，诠释潇洒不羁的街头style，整组LOOK潮味十足。发布会中，任嘉伦与同组演员茅子俊、吕鹏搞笑再现《大唐荣耀》精彩片段，一改剧中广平王的睿智沉稳，展现任嘉伦本人逗比随性的本质，引得现场粉丝尖叫连连。 　　 3月30日下午，任嘉伦出席了《大唐荣耀2》开播发布会，神采奕奕，眼眸清澈盈盈有神，一双大长腿和散发的荷尔蒙魅力撩人心魄。现场，任嘉伦身着某品牌春夏系列限量珍珠铆钉皮衣，配修身黑色破洞牛仔裤，诠释潇洒不羁的街头style，整组LOOK潮味十足。发布会中，任嘉伦与同组演员茅子俊、吕鹏搞笑再现《大唐荣耀》精彩片段，一改剧中广平王的睿智沉稳，展现任嘉伦本人逗比随性的本质，引得现场粉丝尖叫连连。 　　 3月30日下午，任嘉伦出席了《大唐荣耀2》开播发布会，神采奕奕，眼眸清澈盈盈有神，一双大长腿和散发的荷尔蒙魅力撩人心魄。现场，任嘉伦身着某品牌春夏系列限量珍珠铆钉皮衣，配修身黑色破洞牛仔裤，诠释潇洒不羁的街头style，整组LOOK潮味十足。发布会中，任嘉伦与同组演员茅子俊、吕鹏搞笑再现《大唐荣耀》精彩片段，一改剧中广平王的睿智沉稳，展现任嘉伦本人逗比随性的本质，引得现场粉丝尖叫连连。 　　 3月30日下午，任嘉伦出席了《大唐荣耀2》开播发布会，神采奕奕，眼眸清澈盈盈有神，一双大长腿和散发的荷尔蒙魅力撩人心魄。现场，任嘉伦身着某品牌春夏系列限量珍珠铆钉皮衣，配修身黑色破洞牛仔裤，诠释潇洒不羁的街头style，整组LOOK潮味十足。发布会中，任嘉伦与同组演员茅子俊、吕鹏搞笑再现《大唐荣耀》精彩片段，一改剧中广平王的睿智沉稳，展现任嘉伦本人逗比随性的本质，引得现场粉丝尖叫连连。 　　 3月30日下午，任嘉伦出席了《大唐荣耀2》开播发布会，神采奕奕，眼眸清澈盈盈有神，一双大长腿和散发的荷尔蒙魅力撩人心魄。现场，任嘉伦身着某品牌春夏系列限量珍珠铆钉皮衣，配修身黑色破洞牛仔裤，诠释潇洒不羁的街头style，整组LOOK潮味十足。发布会中，任嘉伦与同组演员茅子俊、吕鹏搞笑再现《大唐荣耀》精彩片段，一改剧中广平王的睿智沉稳，展现任嘉伦本人逗比随性的本质，引得现场粉丝尖叫连连。 　　 3月30日下午，任嘉伦出席了《大唐荣耀2》开播发布会，神采奕奕，眼眸清澈盈盈有神，一双大长腿和散发的荷尔蒙魅力撩人心魄。现场，任嘉伦身着某品牌春夏系列限量珍珠铆钉皮衣，配修身黑色破洞牛仔裤，诠释潇洒不羁的街头style，整组LOOK潮味十足。发布会中，任嘉伦与同组演员茅子俊、吕鹏搞笑再现《大唐荣耀》精彩片段，一改剧中广平王的睿智沉稳，展现任嘉伦本人逗比随性的本质，引得现场粉丝尖叫连连。 　　 3月30日下午，任嘉伦出席了《大唐荣耀2》开播发布会，神采奕奕，眼眸清澈盈盈有神，一双大长腿和散发的荷尔蒙魅力撩人心魄。现场，任嘉伦身着某品牌春夏系列限量珍珠铆钉皮衣，配修身黑色破洞牛仔裤，诠释潇洒不羁的街头style，整组LOOK潮味十足。发布会中，任嘉伦与同组演员茅子俊、吕鹏搞笑再现《大唐荣耀》精彩片段，一改剧中广平王的睿智沉稳，展现任嘉伦本人逗比随性的本质，引得现场粉丝尖叫连连。 。	0
刘亦菲母女与陈金飞聚餐 热聊不断关系好刘亦菲母女与陈金飞聚餐 热聊不断关系好。 日前，刘亦菲和妈妈现身某日料店与陈金飞等友人聚餐。当天，刘妈妈坐在中间，刘亦菲左边落座，陈金飞在右边。 张柏芝生三胎后恢复神速 办生日…王丽坤素颜气质清冷 抱皮卡丘显…杨烁深夜现身 老婆困到靠怀里小憩杨幂秀发披肩美腿抢镜 获搀扶下…林志玲戴超大帽子现身 见跟拍歪…昆凌全黑look架黑超气场全开 获…章子怡穿绿衣亮相 将任东京电影…杨紫穿条纹衫配长裙 满满清新校…林允回眸甜笑 长发飘飘长腿抢镜前线|女神许晴亮相戛纳 小S秒变…前线|张柏芝生日会仙气满满 自嘲…前线|布拉德皮特小李子人群热聊 …国际儿童失踪日：3招教会孩子保护…教你做个美味早餐热狗肠菠菜卷，一…王丽坤素颜气质清冷 抱皮卡丘显…                                                                                                	1
技术原因？戛纳将放映《六欲天》，祖峰等一众主创却不参加。祖峰自导自演的新片《六欲天》，原计划在戛纳电影节的相关宣传计划都被取消，片方发微博声明为“技术原因”。 据悉，《六欲天》将如约在戛纳电影节完成放映，但是主创人员不会亮相戛纳进行相关宣传。 《六欲天》在去年6月份在长沙开机，8月份左右杀青。这是演员祖峰转型导演，独立执导的第一部电影。为了拍好导演处女作，他推掉了很多影视作品的邀约，只为专心完成《六欲天》。 《六欲天》的制片人李锐此前曾表达过对电影主题的理解：“人类的生活就像一团迷雾，在难以触及的迷雾中心，隐藏着无法言状的各种黑暗。黑暗的中心和人类的内心是相通的，只有看破这层黑暗，才能达到心灵的彼岸，看到无限量的光明。从天道到人间，从残酷的欲望到灰冷的内心，我们有着说不清的爱与恨，逃不开的罪与罚。”	0
《剃刀边缘》编剧余飞：新剧玩突破 谍战套路加入喜剧元素。《剃刀边缘》著名编剧余飞近日，由、主演的谍战剧《剃刀边缘》在东方卫视热播，该剧编剧大有来头——电视剧编剧工作委员会副秘书长余飞，此前创作过《永不消逝的电波》《重案六组》等烧脑神剧。他在接受记者采访时不仅说到《剃刀边缘》创作过程对于“谍战题材”的挖掘，也谈到诸多行业问题。余飞表示：“编剧应该保持好心态，别人赚大钱，我们也不用去羡慕，因为编剧如果写好了，待遇也不差。” 许多爱看谍战剧的观众会觉得《剃刀边缘》太过时尚，不仅文章、马伊琍顶着“泡面头”走路带风，剧情也倍显喜感。剧中，许从良和叶隼在街边玩“骑马”游戏，紧接着他又和关海丹打情骂俏，到最后还出现了与九儿的爱情线，画面拍得唯美至极……有观众以为自己看了一部“假谍战剧”。余飞回应道：“这并不是一个常规、传统、特别严肃的谍战剧，它确实有喜剧元素在里面。”余飞觉得文章对剧本的还原度能打90分：“这部剧跟原先的谍战剧有一点点区别，但又没有走得太远，我觉得这可能是文章的探索。”即便如此，余飞也表示，在谍战中加入喜剧元素不一定是谍战剧的发展趋势：“谍战剧本身就非常紧张，非常考验智慧，很难加入喜剧元素。”有人认为，《剃刀边缘》的爱情线铺得有点密，没有突破“革命+恋爱”的模式，余飞承认这一模式很难突破：“无论怎么写，都少不了这两个元素。没有情感戏肯定不行。可能在这两个元素之外再加入新的东西，但这种创新不能太大，步子走得太大，有可能导致谍战剧失去它应该有的味道。”该剧播出后，有观众认为文章在一些情节处理方面用力过猛。余飞认为这是角色使然：“我觉得并没有太过度。我们在生活中可能比较少看到这样的人，但他的角色是伪满警察，他要假装特别游刃有余，嘻嘻哈哈在里面混，有时候需要夸些，才能保持内心的平静。仔细琢磨的话，实际上他的这种用力过度有其合理性。” 现在，很多人将娱乐圈的乱象归结于“IP热”，余飞觉得IP没有错，是“高手”太少了：“真正一线的高手比较少，所以看起来好像烂剧比较多。其实一线的高手一起合作还是能做出好东西的。”余飞也承认，IP热会一定程度上抢占优质制作资源，驱使一些高手也去做IP剧。但他认为这种情况不会持续太久：“时间长了，那些高手还是会回归的，或者他们摸索到更好的创作规律，能把这些IP也打造成不错的内容。”在余飞看来，如果编剧足够专业，是不会在乎IP好坏的，“我个人认为不管是大IP还是小IP，是垃圾IP还是优质IP，对编剧来说都没有特别大的意义。足够好的职业编剧，从地上捡个垃圾，也要能把它编成一个好故事。”余飞希望，编剧有创作理想，不要只为钱去创作：“不管是剧本还是小说，编剧要尽可能占据这个源头，打造自己的个人品牌，让自己的作品跟更多、更好的导演、演员、制作方合作。”一个剧本真正上马，需要由制片方牵头修改、调整，好剧本和编剧水准有关，也跟制作团队的搭配有关。余飞承认，现在业界真正懂抓剧本的人很少，“抓剧本的人要会写，又要懂得编剧的心理，还得懂得法律，懂得制片方的关系，懂得审查的问题。不仅要懂，还得精通。现在许多公司根本没有真正懂抓剧本的人，有能力的编剧往往找不到合适的合作对象，合作起来也很困难，因为运作过程中的沟通成本，会让你的热情不断被冷水浇熄了。”余飞承认，编剧的地位已有较大提高：“在任何一个行业里，如果你各方面的能力到位的话，还是有比较大发展空间的。作为编剧，心态要保持好。别人赚大钱，我们也不用去羡慕，因为编剧如果写好了，待遇也不差。” 昨日，马伊琍在接受采访时也谈到《剃刀边缘》拍摄过程中的一些心得。她说，这部戏拍得并不爽，“很多戏都要含着演，要靠细微表情。演的时候一点都不过瘾，只有最后把这些戏剪接在一起时，你才发现特别顺。”谈及出演《剃刀边缘》给自己带来的变化，马伊琍说：“以前特别执着，如果一场戏演不好，自己会难受一整天，会跟导演说能不能给自己重拍的机会。但是演完《剃刀边缘》以后，我觉得每个人都要承认自己有力不从心的时候。如果你抱着这个心态，反而很多问题会迎刃而解。《剃刀边缘》让我接受不完美的自己。”虽然自己觉得不完美，但在丈夫兼导演的文章眼里，马伊琍是完美的，她说：“导演对我的演技、颜值方面的评价都进入了一个非常高的高度。”马伊琍说，她和文章拍戏时经常笑场：“片场最常发生的事情就是笑场，两个人笑得完全没有办法拍下去。”。	0
继续追生第2胎？林心如：今年工作还很多。和大婚　　据台湾《中时电子报》报道，女星林心如年初生下爱女，产后2个月就神速恢复身材，近日复出开工，就忙着和好友宣传新片《嫌疑人X的献身》，28日结束行程返台，在机场被问到有无打算生第二胎，她也首度回应了。　　据媒体报道，林心如从北京返台，气色看来很好，被问到这次为了工作离家6天，是否有和女儿视频聊天以解相思情，林心如仅低头一笑说：“谢谢”。另外，老公霍建华日前曾在节目松口谈到“之后会慢慢减少工作量，可以考虑生第2胎”，而林心如被问此话题，仅笑而不答，还透露今年工作还是很多，看来想听到男神女神公布二胎喜讯，还要再等等。	0
热巴穿西服涂红唇亮相 酷美精致似洋娃娃热巴穿西服涂红唇亮相 酷美精致似洋娃娃。 2019年5月16日，湖北武汉，黄磊、罗志祥、张艺兴、迪丽热巴、贾乃亮、岳云鹏、雷佳音、王迅等明星出席《极限挑战》举行发布会。 热巴穿灰色西服套装、头顶泡面卷，打扮干练而不失甜美可爱，作为团队唯一的女成员一枝独秀成团宠。 章子怡一袭曳地裙显优雅 托腮认…李宇春罕见穿裙亮相首映礼 好皮…吴彦祖穿黑西装亮相戛纳 帅气有…崔心心亮相慈善晚宴 坚持公益传…黄子韬黑色西装 尽显优雅绅士品格辛芷蕾出发戛纳电影节 混搭造型…甘婷婷亮相新戏开机发布会演员周奇＂可盐可甜＂大片曝光柴碧云复古造型出席艺术展汪峰为章子怡做爱心炒饭 两人水…宋茜白T配墨镜潮酷满分 疯狂嘟嘴…迪丽热巴最新路透照曝光 哪吒头…国际儿童失踪日：3招教会孩子保护…教你做个美味早餐热狗肠菠菜卷，一…李宇春罕见穿裙亮相首映礼 好皮…                                                                                                	1
各大媒体强力推荐全明星体育公益歌曲《不灭的梦想》。　　“《不灭的梦想》是最体育，也最娱乐的;是最庄重，但也最亲切的;是最宏大，但也最具体的一首音乐作品。”这是音乐界一位人士在接受记者采访时，对这首歌做出的评价。而这首歌的阵容及其强大，有数十位奥运冠军和星光大道冠军参与演唱和MV录制。 　　　　在刚刚过去的2016年里约奥运会，以26金18银26铜名列第三，中国女排三度登顶奥运之巅，中国体育精神令世界折服!而这种精神，正是一种普世的冠军精神，无论是文艺界还是体育界，乃至各行各业，冠军之所以是冠军，正如《不灭的梦想》中唱的：“一次次跌倒，再来，疼痛，因信念不曾停歇，因热爱不顾一切!” 　　　　因此，这首脍炙人口、激扬奋进的歌曲一经推出，就获得了各大媒体力荐。 　　　　《不灭的梦想》继3月30日在中央电视台梅地亚新闻中心发布后，有数百家媒体向公众力荐这首歌曲，包括央视、人民日报等中央级媒体，北京晚报、北京晨报、香港文汇报、体坛周报等知名纸媒，知名门户网站，以及国家体育总局等国家官方网站。	0
《极限挑战5》全员扮演纤夫 宋小宝遇淘汰危机。 在本周日晚21点档播出的东方卫视《极限挑战》第五季中，为了促进更加团结友爱的成员关系、考验默契程度，“极挑团”迎来一场“纤夫之爱”的团建之旅。难以判断人心的默契问答，考验着罗志祥、王迅、迪丽热巴、岳云鹏、雷佳音和宋小宝每一个人。他们更是要面临对团队协作力的终极考验，全员装扮成纤夫，参与《印象武隆》的演出，一出精彩大戏即将上演。主办方供图上期节目里被“众投”为认为最胆小的宋小宝，再次在任务环节中接连失利，面临“短板”危机。为了拯救宋小宝，剩下的其他人被分到不同的房间，开始一场考验信任度的不记名投票答题挑战。每个房间都有“是或否”的按钮选择，如果所有人回答一致直接判定结果；不一致的话，则少数派的答案决定结果，回答正确视为成功。为了杜绝外界干扰，成员们都被安排戴上了耳机，没有办法商量，只能凭自己内心的判断。事关重大，为了以防万一，他们还特别设置了手势暗号，然而刚一开始，成员们就接二连三地出现了状况，总是有人选了不一样的答案。全员陷入了紧张的气氛中，难以置信的他们纷纷开始怀疑。有经验的王迅好像恍然大悟，嚷嚷着“问题没那么简单”，他到底知道了什么？像“1+1是不是等于2”这种看似简单的题目，背后究竟隐藏了什么玄机，以至于让他们接连出错。自认为分析对了的雷佳音，觉得他们中间有人有私心，为什么最后却被罗志祥称是“孙红雷接班人”？一直不着急选择答案的王迅，难道就是雷佳音口中那个“有私心的人”？信任不是逻辑分析的过程，而是发自内心的情感。在这场判断人心的任务难度考验下，他们能否成功解除宋小宝的“短板”危机？新一季“长江行”第二站来到的武隆地区，其境内横贯着一条有“险滩恶水”之称的乌江，催生出一群不畏艰苦、敢于拼搏的纤夫们。在这样的背景下，大型实景歌会《印象武隆》应运而生。它以濒临消失的“川江号子”为主要内容，传承纤夫文化，在当地很受人们欢迎。为了亲身感受团结一心的“纤夫精神”，“极挑团”来到了《印象武隆》演出地，共同参与完成这场大型演出，迎来对团队精神的终极考验。主办方供图为了不拖这场演出的“后腿”，成员们严阵以待，干劲十足地投身到排练中去。一开始，他们先通过无实物拉绳表演来练手，眼神要坚定，想象自己在拖着一个很重的东西。在专业的指导下，他们渐渐进入了状况。没想到刚一上纤绳开始实际操练，大家就乱作一团，跟不上节奏，迪丽热巴直喊自己在被拉着走。没有舞蹈功底的宋小宝，一到拉腿就受不了，直言没有几个小时完成不了。离演出时间越来越近，而成员们还在甩绳、扛绳之间反复训练动作，不是拍子不对，就是动作反了。面对紧锣密鼓的排练强度，成员们开始渐渐露出疲态，喊腿软好累，他们还能坚持下去吗？随着剧场工作人员“演出倒计时五分钟”的提醒，还处在茫然状态的他们，就要去换纤夫服装，做好登场准备。喊着“同心协力”的成员们，在正式演出中，能否把“纤夫精神”传递出来？遭遇“短板”危机的宋小宝，是否还有反转的结果？面对实战表演的终极考验，“极挑团”能否齐心协力喊出雄浑激昂的“川江号子”？本周日21点档，东方卫视《极限挑战》第五季武隆站“纤夫之爱”，为你揭晓精彩答案。	1
贾静雯祝福高圆圆产女 迫不及待要去见干女儿。高圆圆和贾静雯  据台湾媒体报道，赵又廷21日在微博宣布老婆高圆圆顺利生产，并开心地写下：“美好的日子，迎来美好的生命。母女平安，谢谢大家。”高圆圆和贾静雯一起合作4部戏，维持17年好交情，闺蜜贾静雯开心回应：“身为圆（高圆圆）女儿的干妈除了开心祝福，已迫不及待要去看我干女儿啦！” 贾静雯和高圆圆生日相差2天，但是年龄相差5岁，2002年合作《倚天屠龙记》，分别饰演赵敏和最美周芷若，戏外也结为好闺蜜，贾静雯2014年出席高圆圆和赵又廷婚礼，当时和修杰楷还是男女朋友，之后登记结婚、生下女儿咘咘、BO妞，姐妹高圆圆见证一切，更是咘咘的干妈，也开心出席咘咘满月Party。 贾静雯2018年11月峇里岛婚礼，高圆圆对外表示，临时发现护照过期，无法到现场，仅赵又廷一人代表出席，但当时她已经停工一阵子，怀孕传言没停过，2019年4月赵又廷才在微博证实怀孕消息，媒体预测预产期约在7、8月，但夫妻俩十分低调，对外不透露任何讯息，今早微博传出高圆圆生了消息，《ETtoday星光云》求证经纪人，经纪人早上未回应，下午证实消息，赵又廷同步在微博报喜。	0
《王牌对王牌》今晚播出 黄磊智商再次惊艳众人。《王牌对王牌》今晚播出综艺节目《王牌对王牌》将于今晚在浙江卫视播出,为了赢得胜利,暂代班的,演起了葫芦娃,也秒变表情包,更是一人单挑五个猛男,场面异常火爆。本期节目中,黄磊带着宋茜、刘宪华、魏大勋、任容萱组成“麻烦家族”,对阵王源、、白百何、明道、沙溢组成的“绑架者家族”。在大众的眼中,黄磊一直保持着机智温柔的万能大叔形象,玩起游戏来也是一把好手。这次黄磊再度向观众展现了自己超强的游戏实力,在“台词接龙”环节,嘉宾们必须用表演的方式将一长串台词传递下去,面对刘宪华将“妖精你死到临头”变成“我邀请你死”的颠覆式“改编”,黄磊不仅猜到了台词的出处是《葫芦娃》,还机智推理出了大部分台词重新演绎,让人惊叹不已。。	0
何炅落泪、林允哭泣，综艺都学《忘不了餐厅》卖眼泪！合适么？。《忘不了餐厅》超越多部“树大根深”，有观众基础的综艺，成为了一匹黑马，收获了一大波观众。黄渤还为了这部综艺推掉了《极限挑战》第五季的邀请。这档综艺就是黄渤带领五位患有阿尔兹海默病的老人，共同经营一家饭店。听起来就知道在这部综艺当中会发生很多温情故事。虽然这部综艺的出发点是好的，但是，依靠公益性的综艺节目，到底能否收获观众的认可呢？ 从评分和数据上面来看，豆瓣上1万余次人给出了9.4分的评价。一方面，节目确实带给了人温情的感觉：善于发现细节的宋祖儿、自带包袱和笑点的黄渤，以及作为店长大气的舒淇，还有可爱而且极力想要做好自己的事情。不过，在观察综艺的背后，《忘不了餐厅》极力铺垫和渲染感人气氛的手法却让人感到不适。应该在餐厅享受美食的可人，仿佛都成为了去敬老院献爱心的志愿者。哭也是这部综艺的“卖点之一”。毕竟“关爱老人”、“阿尔兹海默症”本身就是社会十分关注的一个痛点，很容易引起大家的同理心和共鸣，从而收获眼泪和看点。但是，这种赚眼泪的方式并不是综艺节目通用的套路。 《向往的生活》已经播出到了第三季，何炅作为娱乐圈的常青树，也成为了《向往的生活》的顶梁柱。不过，最近这根顶梁柱却似乎有些“软弱”，频频在节目中爆哭的何炅，成为了一个“小哭包”。前一阵子，何炅就因为2005年“超女”黄雅莉的一首歌而当场飙泪。虽说何老师是因为05年超女担任评委的他见证了这群女孩们的成长变化，感动是必然的，但是因为一首歌而哭的稀里哗啦、眼泪不止未免有些夸张。 最近一期的《青春环游记》之中，林允也因为节目组设置的压力太大，而被当场逼哭。记忆能力不好的林允，需要在短时间内记住大量的难度比较高的舞蹈动作，一度让林允的情绪失去控制。面对摄像机，林允更加崩溃，生气的说：一哭你们就拍我！不免让人心疼这个次奥女孩，也对节目组把艺人的眼泪当噱头的行为而感到愤怒。 优质喜剧节目《王牌对王牌》本来认认真真做好搞笑属性就能够收获一波观众缘了，可是搞笑节目偏偏也要搞情怀，比如之前把《还珠格格》的演员请到台上，晴儿、老佛爷、纷纷台上抛出了自己的眼泪，而且，这也不是《王牌对王牌》第一次靠着回忆杀卖情怀了：天龙八部剧组、“四缺二”的F4……说真的，好好做喜剧不好吗？ 综艺节目必然要追求自己的定位，并且给观众更好的观看体验。但是强行和不恰当的卖情怀、赚眼泪，甚至是靠着眼泪放噱头，反而是画蛇添足，情怀这波韭菜恐怕经不住反复的收割。文/段段	0
